Lake,Date,Time,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
Roberts Creek Lake,6/17/2019,7:15,2.5,20.79,7.74,81.56,7.29,471.01,0.65,306
Roberts Creek Lake,6/17/2019,7:15,3,20.28,7.66,69.91,6.31,471.84,0.74,306.71
Roberts Creek Lake,6/17/2019,7:15,3.5,19.88,7.56,57.82,5.26,472.96,0.8,307.14
Roberts Creek Lake,6/17/2019,7:15,4,19.56,7.47,47.9,4.39,473.84,0.8,308
Roberts Creek Lake,6/17/2019,7:15,4.5,19.34,7.4,39.16,3.6,475.55,0.83,309
Roberts Creek Lake,6/17/2019,7:15,5,19.18,7.35,36.12,3.33,475.64,0.9,309
Roberts Creek Lake,6/17/2019,7:15,5.5,18.74,7.32,29.35,2.73,475.96,1.05,309.18
Roberts Creek Lake,6/17/2019,7:15,6,18.27,7.28,20.98,1.97,474.33,1.15,308.33
Roberts Creek Lake,6/17/2019,7:15,6.5,17.95,7.24,14.34,1.35,473.02,1.43,307.4
Roberts Creek Lake,6/17/2019,7:15,7,17.31,7.21,8.79,0.84,473.11,2.23,307.6
Roberts Creek Lake,6/17/2019,7:15,7.5,16.85,7.19,5.68,0.55,469.93,2.87,305.5
Roberts Creek Lake,6/17/2019,7:15,8,16.54,7.17,3.38,0.33,468.8,3.44,305
Roberts Creek Lake,6/17/2019,7:15,8.5,16.17,7.15,2.22,0.22,466.86,4.64,303.41
Roberts Creek Lake,6/17/2019,7:15,9,15.94,7.15,1.75,0.17,466.85,5.62,303
Rock Creek Lake,6/19/2019,14:55,0,22.5,8.28,146.04,12.64,317.88,7.37,206.67
Rock Creek Lake,6/19/2019,14:55,0.5,22.83,8.3,156.43,13.44,364.29,6.75,237
Rock Creek Lake,6/19/2019,14:55,1,22.83,8.3,159.37,13.7,364.79,6.79,237
Rock Creek Lake,6/19/2019,14:55,1.5,22.83,8.29,159.49,13.71,365.55,6.74,237.64
Rock Creek Lake,6/19/2019,14:55,2,22.79,8.27,156.5,13.47,367.1,6.85,238.58
Rock Creek Lake,6/19/2019,14:55,2.5,22.74,8.23,151.76,13.07,369.22,7.13,240
Rock Creek Lake,6/19/2019,14:55,3,22.61,8.1,138.22,11.93,373.26,7.36,242.6
Rock Creek Lake,6/19/2019,14:55,3.5,22.19,7.82,98.22,8.54,384.2,6.68,249.75
Rock Creek Lake,6/19/2019,14:55,4,21.76,7.64,56.03,4.91,395.45,6.04,257
Rock Creek Lake,6/19/2019,14:55,4.5,21.53,7.56,40.55,3.58,400.75,7.18,260.5
Rodgers Park Lake,6/25/2019,9:05,0,22.03,8.25,118.3,10.33,473.93,6.76,308
Rodgers Park Lake,6/25/2019,9:05,0.5,22,8.26,129.42,11.3,473.14,3.39,307.56
Rodgers Park Lake,6/25/2019,9:05,1,21.99,8.27,133.83,11.69,472.15,2.26,307
Rodgers Park Lake,6/25/2019,9:05,1.5,21.93,8.27,137.67,12.04,472.07,2.41,307
Rodgers Park Lake,6/25/2019,9:05,2,21.42,7.93,126.47,11.15,477.37,2.61,310.2
Rodgers Park Lake,6/25/2019,9:05,2.5,19.75,7.7,93.33,8.51,495.16,2.67,321.89
Rodgers Park Lake,6/25/2019,9:05,3,19.25,7.47,59.7,5.49,493.16,2.74,320.44
Rodgers Park Lake,6/25/2019,9:05,3.5,17.99,7.39,33.1,3.11,489.5,3.15,318.22
Rodgers Park Lake,6/25/2019,9:05,4,16.06,7.14,17.23,1.69,488.73,5.76,317.58
Silver Lake Dickinson,5/28/2019,15:33,0,15.87,8.25,92.31,9.15,416.2,8.69,270.51
Silver Lake Dickinson,5/28/2019,15:33,0.5,15.94,8.24,90.74,8.96,460.56,9.04,299.39
Silver Lake Dickinson,5/28/2019,15:33,1,15.94,8.23,90.55,8.94,477.06,9.14,310.04
Silver Lake Dickinson,5/28/2019,15:33,1.5,15.94,8.23,90.5,8.93,465.06,9.16,302.29
Silver Lake Dickinson,5/28/2019,15:33,2,15.94,8.23,90.5,8.93,454.18,9.08,295.18
Silver Lake Dickinson,5/28/2019,15:33,2.5,15.94,8.23,90.45,8.93,458.58,9.41,298.15
Silver Lake Delaware,6/25/2019,11:06,0,22.44,7.97,88.68,7.68,198.75,5.75,129.38
Silver Lake Delaware,6/25/2019,11:06,0.5,22.08,7.86,75.55,6.59,260.47,3.88,169
Silver Lake Delaware,6/25/2019,11:06,1,21.72,7.76,70.66,6.2,260.21,2.79,169
Silver Lake Delaware,6/25/2019,11:06,1.5,21.42,7.64,62.88,5.55,259.8,2.89,169
Silver Lake Delaware,6/25/2019,11:06,2,21.21,7.56,51.52,4.57,260.59,2.98,169.4
Silver Lake Delaware,6/25/2019,11:06,2.5,20.8,7.4,26.97,2.41,264.41,3.81,171.91
Silver Lake Delaware,6/25/2019,11:06,3,19.44,7.18,13.31,1.22,281,7.39,182.55
Silver Lake Delaware,6/25/2019,11:06,3.5,17.35,7.05,6.64,0.63,321.62,30.51,209.15
Silver Lake Delaware,6/25/2019,11:06,4,14.42,6.99,4.55,0.46,371.33,22.48,241.43
Silver Lake Delaware,6/25/2019,11:06,4.5,13.78,6.96,3.1,0.32,381.74,21.75,248.2
Silver Lake Palo Alto,5/29/2019,9:48,0,16.17,8.18,88.64,8.71,387.53,89.99,252
Silver Lake Palo Alto,5/29/2019,9:48,0.5,16.17,8.21,85.6,8.41,388.09,88.76,252
Silver Lake Palo Alto,5/29/2019,9:48,1,16.17,8.24,84.36,8.29,388.3,90.47,252
Silver Lake Palo Alto,5/29/2019,9:48,1.5,16.17,8.24,84.04,8.25,388.3,89.28,252
Slip Bluff Lake,6/3/2019,9:40,0,21.78,8.13,103.39,9.08,150.32,23.44,98
Slip Bluff Lake,6/3/2019,9:40,0.5,21.7,8.05,102.47,9,150.55,24.18,98
Slip Bluff Lake,6/3/2019,9:40,1,19.84,7.85,88.93,8.09,150.86,35.57,98.04
Slip Bluff Lake,6/3/2019,9:40,1.5,17.17,7.58,57.56,5.53,146.39,51.24,95.37
Slip Bluff Lake,6/3/2019,9:40,2,15.91,7.4,47.77,4.72,145.47,50.6,94.44
Slip Bluff Lake,6/3/2019,9:40,2.5,15.04,7.3,37.56,3.78,151.66,45.25,98.56
Slip Bluff Lake,6/3/2019,9:40,3,14.14,7.21,26.04,2.67,155.45,42.41,101.07
Slip Bluff Lake,6/3/2019,9:40,3.5,13.18,7.13,10.2,1.07,161.68,35.98,105.12
Slip Bluff Lake,6/3/2019,9:40,4,11.83,7.05,4.2,0.45,173.9,28.91,113.03
Slip Bluff Lake,6/3/2019,9:40,4.5,10.86,6.99,2.18,0.24,181.25,24.97,117.85
Slip Bluff Lake,6/3/2019,9:40,5,9.95,6.92,1.33,0.15,187,20.98,121.5
Slip Bluff Lake,6/3/2019,9:40,5.5,8.94,6.85,0.96,0.11,199.41,15.87,129.65
Slip Bluff Lake,6/3/2019,9:40,6,8.48,6.82,0.79,0.1,209.04,14.32,135.87
South Prairie Lake,6/26/2019,10:17,0,23.49,8.89,172.29,14.63,401.96,7.98,261.38
South Prairie Lake,6/26/2019,10:17,0.5,23.44,8.9,181.35,15.41,537.73,5.17,349.5
South Prairie Lake,6/26/2019,10:17,1,23.36,8.92,183.49,15.61,537.09,5.57,349
South Prairie Lake,6/26/2019,10:17,1.5,23.1,8.83,180.58,15.43,538.36,5.98,349.88
South Prairie Lake,6/26/2019,10:17,2,22.53,8.59,160.86,13.88,546.3,5.22,355.14
South Prairie Lake,6/26/2019,10:17,2.5,21.86,8.23,123.63,10.81,562.17,3.74,365.43
South Prairie Lake,6/26/2019,10:17,3,21.08,7.95,97.28,8.63,580.65,2.68,377.38
South Prairie Lake,6/26/2019,10:17,3.5,20.36,7.67,63.09,5.68,595.86,2.69,387.5
South Prairie Lake,6/26/2019,10:17,4,19.7,7.45,33.15,3.02,617.79,3.25,401.64
South Prairie Lake,6/26/2019,10:17,4.5,18.55,7.4,16.89,1.58,662.56,5.17,430.58
South Prairie Lake,6/26/2019,10:17,5,17.23,7.38,9.4,0.9,701.35,6.04,455.82
South Prairie Lake,6/26/2019,10:17,5.5,16.33,7.37,7.62,0.74,703.28,7.47,457.2
Spring Lake,5/23/2019,11:33,0,17.6,8.33,100.03,9.53,438.65,15.76,285.25
Spring Lake,5/23/2019,11:33,0.5,16.76,8.35,103.93,10.08,442.41,13.51,287.44
Spring Lake,5/23/2019,11:33,1,15.96,8.36,106.61,10.52,442.73,21.76,287.69
Spring Lake,5/23/2019,11:33,1.5,15.78,8.33,106.6,10.56,444.9,27.2,289
Springbrook Lake,5/23/2019,13:39,0,17.13,8.14,99.35,9.57,412.97,23.31,268.5
Springbrook Lake,5/23/2019,13:39,0.5,16.9,8.1,101.39,9.81,412.76,5.09,268.06
Springbrook Lake,5/23/2019,13:39,1,16.59,8.08,102.69,9.99,412.86,2.28,268.1
Springbrook Lake,5/23/2019,13:39,1.5,15.95,8.07,102.33,10.1,411.63,2.83,267.54
Springbrook Lake,5/23/2019,13:39,2,15.52,8.07,102.52,10.21,411.01,3.31,267
Springbrook Lake,5/23/2019,13:39,2.5,15.43,8.05,101.91,10.17,411.01,3.54,267
Springbrook Lake,5/23/2019,13:39,3,15.13,7.95,98.09,9.85,411.91,3.97,267.7
Springbrook Lake,5/23/2019,13:39,3.5,14.51,7.9,94.09,9.57,414.11,4.04,269.16
Springbrook Lake,5/23/2019,13:39,4,14.12,7.86,90.95,9.34,415.75,4.66,270.33
Springbrook Lake,5/23/2019,13:39,4.5,13.46,7.72,85.9,8.94,422.17,4.78,274.41
Springbrook Lake,5/23/2019,13:39,5,12.34,7.47,36.89,3.93,440.92,14.02,286.52
Storm Lake (incl Little Storm Lake),5/20/2019,7:36,0,14.51,8,89.55,9.12,310.88,17.78,202.1
Storm Lake (incl Little Storm Lake),5/20/2019,7:36,0.5,14.97,7.99,85.83,8.65,407.31,16.07,264.67
Storm Lake (incl Little Storm Lake),5/20/2019,7:36,1,15,8,84.94,8.56,395.48,15.63,257.09
Storm Lake (incl Little Storm Lake),5/20/2019,7:36,1.5,15,8.01,84.8,8.55,391.5,15.63,254.71
Storm Lake (incl Little Storm Lake),5/20/2019,7:36,2,15,8.02,84.73,8.54,383.53,15.83,249.29
Storm Lake (incl Little Storm Lake),5/20/2019,7:36,2.5,15,8.02,84.6,8.53,380.01,19.13,247.07
Swan Lake,5/22/2019,10:34,0,13.39,8.2,92.65,9.67,394.73,43.74,257
Swan Lake,5/22/2019,10:34,0.5,13.39,8.18,89.21,9.31,394.75,45.7,257
Swan Lake,5/22/2019,10:34,1,13.39,8.17,87.41,9.12,394.69,45.98,257
Swan Lake,5/22/2019,10:34,1.5,13.37,8.16,86.87,9.07,394.67,40.38,257
Swan Lake,5/22/2019,10:34,2,13.37,8.16,86.61,9.04,394.65,44.94,257
Swan Lake,5/22/2019,10:34,2.5,13.39,8.17,86.6,9.04,394.6,43.59,257
Swan Lake,5/22/2019,10:34,3,13.39,8.17,86.53,9.03,394.7,42.76,257
Thayer Lake,6/4/2019,8:00,0,20.35,7.82,93.23,8.41,257.33,23.43,167
Thayer Lake,6/4/2019,8:00,0.5,20.14,7.8,88.44,8.01,258.46,24.16,168.07
Thayer Lake,6/4/2019,8:00,1,17.46,7.61,54.98,5.24,264.83,43.47,172.25
Thayer Lake,6/4/2019,8:00,1.5,15.33,7.51,34.6,3.46,243.23,56.08,158.13
Thayer Lake,6/4/2019,8:00,2,14.62,7.38,17.55,1.78,228.07,59.8,148.27
Thayer Lake,6/4/2019,8:00,2.5,13.83,7.21,8.93,0.92,245.5,70.24,159.6
Three Mile Lake,6/11/2019,14:40,0,22.89,8.45,114.03,9.8,238.54,7.31,155
Three Mile Lake,6/11/2019,14:40,0.5,22.89,8.45,116.47,10,238.84,7.22,155
Three Mile Lake,6/11/2019,14:40,1,22.87,8.44,118.25,10.16,239.1,7.25,155.09
Three Mile Lake,6/11/2019,14:40,1.5,22.83,8.42,119.81,10.3,239.5,7.2,156
Three Mile Lake,6/11/2019,14:40,2,22.75,8.37,119.05,10.25,240.06,7.15,156
Three Mile Lake,6/11/2019,14:40,2.5,20.71,8.11,103.58,9.23,249.8,7.38,162.38
Three Mile Lake,6/11/2019,14:40,3,19.81,7.88,82.49,7.52,251.93,8.38,163.74
Three Mile Lake,6/11/2019,14:40,3.5,19.61,7.74,70.76,6.48,249.53,9.64,162.27
Three Mile Lake,6/11/2019,14:40,4,18.67,7.7,61.37,5.7,251.54,11.01,163.36
Three Mile Lake,6/11/2019,14:40,4.5,17.75,7.62,55.98,5.32,253.46,12.23,164.67
Three Mile Lake,6/11/2019,14:40,5,17.48,7.53,48.42,4.63,250.76,13.7,163
Three Mile Lake,6/11/2019,14:40,5.5,17.11,7.5,45.21,4.35,247.64,15.18,160.95
Three Mile Lake,6/11/2019,14:40,6,16.71,7.47,41.37,4.01,245.74,15.74,160
Three Mile Lake,6/11/2019,14:40,6.5,16.24,7.45,39.15,3.84,245.87,15.32,160
Three Mile Lake,6/11/2019,14:40,7,15.94,7.43,38.72,3.82,246.82,14.2,160.39
Three Mile Lake,6/11/2019,14:40,7.5,15.62,7.39,38.45,3.82,250.2,11.96,162.59
Three Mile Lake,6/11/2019,14:40,8,15.26,7.36,38.69,3.87,254.73,9.83,165.57
Three Mile Lake,6/11/2019,14:40,8.5,14.95,7.34,37.39,3.77,257.92,8.92,167.59
Three Mile Lake,6/11/2019,14:40,9,14.67,7.32,32.39,3.28,260.13,8.95,169.19
Three Mile Lake,6/11/2019,14:40,9.5,14.41,7.3,28.05,2.86,262.5,9.26,170.58
Three Mile Lake,6/11/2019,14:40,10,14.17,7.28,22.5,2.31,264.87,9.74,172.17
Three Mile Lake,6/11/2019,14:40,10.5,13.97,7.25,18.41,1.9,267.1,9.98,173.59
Three Mile Lake,6/11/2019,14:40,11,13.79,7.23,14.64,1.51,269.55,10,175.26
Three Mile Lake,6/11/2019,14:40,11.5,13.64,7.21,12.8,1.33,272.3,9.6,176.97
Three Mile Lake,6/11/2019,14:40,12,13.54,7.18,10.73,1.12,274.99,9.26,178.68
Three Mile Lake,6/11/2019,14:40,12.5,13.46,7.16,8.6,0.9,277.58,9.08,180.5
Three Mile Lake,6/11/2019,14:40,13,13.39,7.15,7.41,0.77,279.23,8.99,181.53
Twelve Mile Creek Lake,6/11/2019,13:07,0,21.89,8.61,112.74,9.87,225.91,7.84,147
Twelve Mile Creek Lake,6/11/2019,13:07,0.5,21.94,8.63,114.95,10.06,226.14,7.89,147
Twelve Mile Creek Lake,6/11/2019,13:07,1,21.94,8.65,116.49,10.19,226.42,7.81,147
Twelve Mile Creek Lake,6/11/2019,13:07,1.5,21.74,8.6,114.8,10.07,227.72,7.83,147.98
Twelve Mile Creek Lake,6/11/2019,13:07,2,20.18,8.21,94.64,8.56,239.11,6.68,155.45
Twelve Mile Creek Lake,6/11/2019,13:07,2.5,19.84,7.97,80.91,7.37,244.42,6.27,158.89
Twelve Mile Creek Lake,6/11/2019,13:07,3,19.56,7.88,74.15,6.8,246.3,6.93,160
Twelve Mile Creek Lake,6/11/2019,13:07,3.5,19.28,7.74,67.69,6.23,247.49,7.48,160.95
Twelve Mile Creek Lake,6/11/2019,13:07,4,18.98,7.71,65.24,6.05,248.92,7.87,161.81
Twelve Mile Creek Lake,6/11/2019,13:07,4.5,18.73,7.68,61.67,5.75,250.13,8.24,162.67
Twelve Mile Creek Lake,6/11/2019,13:07,5,18.09,7.61,57.36,5.4,253.29,8.42,164.59
Twelve Mile Creek Lake,6/11/2019,13:07,5.5,16.75,7.53,49.95,4.85,259.95,8.64,168.96
Twelve Mile Creek Lake,6/11/2019,13:07,6,16.49,7.5,45.56,4.45,260.51,8.7,169
Twelve Mile Creek Lake,6/11/2019,13:07,6.5,16.27,7.48,42.22,4.14,261.7,8.23,170.23
Twelve Mile Creek Lake,6/11/2019,13:07,7,15.92,7.46,37.12,3.66,265.35,7.08,172.5
Twelve Mile Creek Lake,6/11/2019,13:07,7.5,15.46,7.44,31.93,3.18,271.09,5.79,176.2
Twelve Mile Creek Lake,6/11/2019,13:07,8,15.01,7.4,24.51,2.47,276.97,4.94,180.04
Twelve Mile Creek Lake,6/11/2019,13:07,8.5,14.73,7.37,18.47,1.87,281.2,4.54,182.78
Twelve Mile Creek Lake,6/11/2019,13:07,9,14.62,7.34,15.61,1.58,283.72,4.41,184.45
Twelve Mile Creek Lake,6/11/2019,13:07,9.5,14.49,7.31,11.48,1.17,286.2,4.38,186
Twelve Mile Creek Lake,6/11/2019,13:07,10,14.23,7.28,10.36,1.06,291.49,4.92,189.47
Union Grove Lake,6/18/2019,12:35,0,21.42,7.9,94.62,8.36,366.43,-0.71,238.09
Union Grove Lake,6/18/2019,12:35,0.5,21.36,7.82,97.19,8.59,402.35,-0.13,261.59
Union Grove Lake,6/18/2019,12:35,1,21.29,7.76,96.7,8.56,402.7,-0.07,262
Union Grove Lake,6/18/2019,12:35,1.5,21.2,7.74,95.62,8.48,402.82,0.03,262
Union Grove Lake,6/18/2019,12:35,2,20.13,7.53,82.56,7.47,405.02,1.62,263.26
Union Grove Lake,6/18/2019,12:35,2.5,19.27,7.43,68.58,6.32,396.57,3.59,257.77
Union Grove Lake,6/18/2019,12:35,3,18.86,7.33,60.33,5.61,384.88,5.18,250.16
Union Grove Lake,6/18/2019,12:35,3.5,18.51,7.27,51.36,4.81,375.89,7.1,244.38
Upper Gar Lake,5/29/2019,14:49,0,15.84,8.23,94.87,9.38,408.25,8.09,265.33
Upper Gar Lake,5/29/2019,14:49,0.5,15.83,8.22,94.69,9.36,407.39,8.18,265
Upper Gar Lake,5/29/2019,14:49,1,15.83,8.21,94.46,9.34,407.1,8,265
Upper Gar Lake,5/29/2019,14:49,1.5,15.83,8.21,94.17,9.31,407.15,7.89,265
Upper Gar Lake,5/29/2019,14:49,2,15.82,8.19,93.14,9.22,407.4,7.68,265.05
Upper Gar Lake,5/29/2019,14:49,2.5,15.71,8.08,84.84,8.42,409.93,6.32,266.47
Upper Pine Lake,6/26/2019,12:05,0,23.48,8.31,115.21,9.8,355,5.75,230.86
Upper Pine Lake,6/26/2019,12:05,0.5,22.39,8.36,154.38,13.38,495.79,3.59,322.33
Upper Pine Lake,6/26/2019,12:05,1,20.94,8.16,153.31,13.64,513.36,2.4,333.71
Upper Pine Lake,6/26/2019,12:05,1.5,20.1,7.96,132.16,11.96,528.5,2.99,343.56
Upper Pine Lake,6/26/2019,12:05,2,18.76,7.71,106.89,9.93,543.46,3.18,353.29
Upper Pine Lake,6/26/2019,12:05,2.5,17.77,7.55,70.12,6.65,547.77,2.97,356.09
Upper Pine Lake,6/26/2019,12:05,3,17.27,7.43,37.37,3.58,547.46,3.06,355.8
Upper Pine Lake,6/26/2019,12:05,3.5,16.45,7.39,22.31,2.18,551.36,4.05,358.5
Upper Pine Lake,6/26/2019,12:05,4,14.44,7.22,13.6,1.38,579.07,10.19,376.45
Viking Lake,6/10/2019,13:05,0,22.81,8.98,121.72,10.48,209.92,8.15,136.53
Viking Lake,6/10/2019,13:05,0.5,23.42,9.03,133.31,11.34,251.72,6.63,164
Viking Lake,6/10/2019,13:05,1,23.37,9.03,135.77,11.56,251.69,6.47,164
Viking Lake,6/10/2019,13:05,1.5,23.32,9.03,136.56,11.63,251.68,6.56,164
Viking Lake,6/10/2019,13:05,2,23.24,9.02,136.43,11.64,251.58,6.42,163.88
Viking Lake,6/10/2019,13:05,2.5,23.12,8.92,132.08,11.29,251.68,6.26,163.33
Viking Lake,6/10/2019,13:05,3,19.71,8.44,80.75,7.34,269.29,4.92,175.15
Viking Lake,6/10/2019,13:05,3.5,18.55,8.06,40.23,3.76,268.7,4.04,174.64
Viking Lake,6/10/2019,13:05,4,17.74,7.87,28,2.66,266.14,4.18,173
Viking Lake,6/10/2019,13:05,4.5,16.91,7.82,26.64,2.57,269.72,3.3,175.2
Viking Lake,6/10/2019,13:05,5,16.21,7.78,28.09,2.76,275.88,2.19,179.3
Viking Lake,6/10/2019,13:05,5.5,15.9,7.73,30.11,2.98,277.34,2.08,180
Viking Lake,6/10/2019,13:05,6,15.6,7.7,31.65,3.15,277.6,2.25,180
Viking Lake,6/10/2019,13:05,6.5,15.21,7.67,30.37,3.05,277.22,2.71,180
Viking Lake,6/10/2019,13:05,7,14.93,7.63,23.75,2.4,277.09,3.09,180.1
Viking Lake,6/10/2019,13:05,7.5,14.66,7.6,15.72,1.59,278.72,3.16,181.17
Viking Lake,6/10/2019,13:05,8,14.29,7.55,9.05,0.92,282.78,3.24,183.77
Viking Lake,6/10/2019,13:05,8.5,13.92,7.49,5.88,0.61,288.37,3.45,187.45
Viking Lake,6/10/2019,13:05,9,13.64,7.46,4.07,0.42,293.44,3.43,190.86
Viking Lake,6/10/2019,13:05,9.5,13.38,7.43,3.01,0.31,299.66,3.4,194.67
Viking Lake,6/10/2019,13:05,10,13.05,7.39,2.09,0.22,308.09,3.2,200.25
Viking Lake,6/10/2019,13:05,10.5,12.5,7.35,1.49,0.16,320.91,2.83,208.58
Viking Lake,6/10/2019,13:05,11,12.17,7.3,1.13,0.12,334.16,2.74,217.17
Viking Lake,6/10/2019,13:05,11.5,11.89,7.26,0.79,0.08,345.12,4.28,224.31
Frog Hollow,6/25/2019,14:41,0,24.04,7.85,104.93,8.82,324.92,6.74,211.3
Frog Hollow,6/25/2019,14:41,0.5,23.15,8.04,115.72,9.88,412.45,3.64,268
Frog Hollow,6/25/2019,14:41,1,22.41,8,120.63,10.45,413.83,3.75,268.82
Frog Hollow,6/25/2019,14:41,1.5,22.19,7.97,123.04,10.71,411.38,3.85,267.38
Frog Hollow,6/25/2019,14:41,2,21.68,7.85,118.38,10.4,413.3,4.33,268.67
Frog Hollow,6/25/2019,14:41,2.5,21.11,7.76,108.45,9.64,419.91,4.97,272.94
Frog Hollow,6/25/2019,14:41,3,20.84,7.59,94.34,8.42,424.12,4.65,275.75
Frog Hollow,6/25/2019,14:41,3.5,20.56,7.49,73.2,6.57,428.92,4.25,278.75
Frog Hollow,6/25/2019,14:41,4,19.76,7.34,44.93,4.08,437.66,3.99,284.5
Frog Hollow,6/25/2019,14:41,4.5,17.49,7.17,17.84,1.7,463.34,3.6,301.18
Frog Hollow,6/25/2019,14:41,5,15.88,7.14,12.74,1.26,479.04,3.42,311.38
Frog Hollow,6/25/2019,14:41,5.5,15.23,7.1,9.72,0.97,485.74,3.9,315.71
Frog Hollow,6/25/2019,14:41,6,14.62,7.03,7.67,0.78,495.28,3.68,321.94
Frog Hollow,6/25/2019,14:41,6.5,14.49,6.97,6.61,0.67,499.55,5.18,324.63
West Okoboji Lake,5/29/2019,12:49,0,13.72,8.22,96.49,10,453.89,-0.77,295
West Okoboji Lake,5/29/2019,12:49,0.5,13.72,8.22,96.62,10.01,453.9,-0.65,295
West Okoboji Lake,5/29/2019,12:49,1,13.72,8.22,96.6,10.01,453.9,-0.6,295
West Okoboji Lake,5/29/2019,12:49,1.5,13.72,8.21,96.58,10.01,453.91,-0.54,295
West Okoboji Lake,5/29/2019,12:49,2,13.72,8.22,96.66,10.01,453.95,-0.49,295
West Okoboji Lake,5/29/2019,12:49,2.5,13.71,8.22,96.66,10.01,453.95,-0.51,295
West Okoboji Lake,5/29/2019,12:49,3,13.68,8.22,96.66,10.02,453.96,-0.52,295
West Okoboji Lake,5/29/2019,12:49,3.5,13.67,8.23,96.68,10.02,454,-0.5,295
West Okoboji Lake,5/29/2019,12:49,4,13.67,8.23,96.61,10.02,454,-0.51,295
West Okoboji Lake,5/29/2019,12:49,4.5,13.67,8.23,96.63,10.02,454,-0.53,295
West Okoboji Lake,5/29/2019,12:49,5,13.67,8.23,96.6,10.01,454,-0.42,295
West Okoboji Lake,5/29/2019,12:49,5.5,13.67,8.23,96.52,10.01,454,-0.51,295
West Okoboji Lake,5/29/2019,12:49,6,13.67,8.23,96.4,10,454.07,-0.54,295
West Okoboji Lake,5/29/2019,12:49,6.5,13.64,8.23,96.32,10,454.07,-0.55,295
West Okoboji Lake,5/29/2019,12:49,7,13.61,8.23,96.3,9.99,454.1,-0.47,295
West Okoboji Lake,5/29/2019,12:49,7.5,13.63,8.23,96.3,9.99,454.09,-0.52,295
West Okoboji Lake,5/29/2019,12:49,8,13.62,8.23,96.2,9.98,454.15,-0.57,295
West Okoboji Lake,5/29/2019,12:49,8.5,13.6,8.23,96.14,9.98,454.2,-0.52,295
West Okoboji Lake,5/29/2019,12:49,9,13.61,8.23,96.1,9.98,454.2,-0.52,295
West Okoboji Lake,5/29/2019,12:49,9.5,13.57,8.23,96.04,9.98,454.28,-0.47,295
West Okoboji Lake,5/29/2019,12:49,10,13.48,8.23,95.76,9.97,454.74,-0.56,295.76
West Okoboji Lake,5/29/2019,12:49,10.5,13.21,8.22,95,9.95,455.8,-0.49,296
West Okoboji Lake,5/29/2019,12:49,11,13.04,8.22,94.59,9.94,456.23,-0.41,296.53
West Okoboji Lake,5/29/2019,12:49,11.5,12.82,8.21,94.04,9.93,456.85,-0.33,297
West Okoboji Lake,5/29/2019,12:49,12,12.59,8.22,94.06,9.99,456.62,-0.23,297
West Okoboji Lake,5/29/2019,12:49,12.5,12.54,8.22,93.85,9.98,456.7,-0.17,297
West Okoboji Lake,5/29/2019,12:49,13,12.46,8.22,93.69,9.98,456.88,-0.13,297
West Okoboji Lake,5/29/2019,12:49,13.5,12.4,8.21,93.51,9.97,457.04,-0.16,297
West Okoboji Lake,5/29/2019,12:49,14,12.24,8.21,93.03,9.96,457.3,-0.17,297
West Okoboji Lake,5/29/2019,12:49,14.5,12.14,8.21,92.54,9.93,457.58,-0.1,297.25
West Okoboji Lake,5/29/2019,12:49,15,11.96,8.2,91.13,9.82,458.03,0.01,298
West Okoboji Lake,5/29/2019,12:49,15.5,11.86,8.19,90.16,9.74,458.25,-0.01,298
West Okoboji Lake,5/29/2019,12:49,16,11.86,8.19,89.92,9.71,458.3,0.07,298
West Okoboji Lake,5/29/2019,12:49,16.5,11.64,8.2,90.16,9.79,458.37,0.04,298
West Okoboji Lake,5/29/2019,12:49,17,11.56,8.21,90.26,9.81,458.46,0.04,298
West Okoboji Lake,5/29/2019,12:49,17.5,11.5,8.2,90.22,9.82,458.6,0.06,298
West Okoboji Lake,5/29/2019,12:49,18,11.46,8.2,90.01,9.8,458.61,0.1,298
West Okoboji Lake,5/29/2019,12:49,18.5,11.37,8.2,89.68,9.79,458.81,0.13,298
West Lake,6/4/2019,9:15,0,20.55,7.79,96.63,8.69,199.29,11.67,129.53
West Lake,6/4/2019,9:15,0.5,20.83,7.8,95.44,8.53,227.43,12.68,148
West Lake,6/4/2019,9:15,1,20.83,7.8,95.06,8.49,227.36,12.6,148
West Lake,6/4/2019,9:15,1.5,20.83,7.8,95,8.49,227.3,12.59,148
West Lake,6/4/2019,9:15,2,20.82,7.79,94.92,8.49,227.3,12.58,148
West Lake,6/4/2019,9:15,2.5,20.78,7.79,94.82,8.48,227.3,12.53,148
West Lake,6/4/2019,9:15,3,20.78,7.79,94.7,8.47,227.3,12.66,148
West Lake,6/4/2019,9:15,3.5,20.13,7.79,91.69,8.28,230.13,16.16,149.73
West Lake,6/4/2019,9:15,4,17.3,7.62,62.25,5.97,232.31,32.61,150.91
West Lake,6/4/2019,9:15,4.5,16.77,7.51,40.72,3.95,222.18,32.81,144.2
West Lake,6/4/2019,9:15,5,16.24,7.39,32.78,3.22,223.88,36.13,145.58
West Lake,6/4/2019,9:15,5.5,15.73,7.35,27.74,2.75,223.92,36.03,145.5
West Lake,6/4/2019,9:15,6,15.23,7.3,22.49,2.25,235.19,26.81,152.9
West Lake,6/4/2019,9:15,6.5,14.44,7.24,12.8,1.3,255.26,20.23,166
