badNames,Lake,DATE,TIME,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,2,23.33,7.55,46.34,3.95,208.5,3.01,136
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,2.5,23.27,7.51,42.45,3.62,208.55,2.94,136
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,3,23.18,7.48,37.67,3.22,208.7,2.97,136
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,3.5,23,7.43,31.96,2.74,209.43,3.25,136
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,4,22.9,7.39,29.97,2.57,210.34,3.39,136.59
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,4.5,22.76,7.36,28.74,2.47,212.45,3.39,138.09
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,5,22.35,7.22,13.69,1.18,220.04,3.52,143
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,5.5,18.53,7.01,5.34,0.5,254.1,3.72,165.2
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,6,17.36,6.93,3.62,0.35,275.87,3.95,179.36
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,6.5,15.45,6.85,1.85,0.18,306.56,9.78,199.16
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,0,25.45,8.65,127.85,10.48,196.19,9.15,127.25
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,0.5,25.5,8.74,142.61,11.67,220.21,11.7,143
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,1,25.5,8.77,145.1,11.88,219.85,11.82,143
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,1.5,25.01,8.55,123.15,10.13,223.17,11.58,145.17
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,2,23.99,8.2,69.72,5.86,233.48,10.31,151.67
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,2.5,23.68,7.89,38.32,3.24,241.84,8.28,157
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,3,21.83,7.49,22.18,1.94,270.15,6.39,175.7
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,3.5,19.96,7.09,12.53,1.14,349.3,4.66,227.11
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,4,17.88,6.83,10.21,0.97,438.11,4.07,284.63
(127) White Oak Conservation Area Lake (Mahaska),White Oak Conservation Area Lake,9/17/2019,9:45:00 AM,4.5,17.36,6.77,8.9,0.85,470.15,8.13,305.5
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,0,23.84,7.83,87.21,7.36,174.89,11.51,113.75
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,0.5,23.53,7.85,88.73,7.53,189.4,11.4,123.13
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,1,23.08,7.71,82.13,7.03,191.4,11.53,124.38
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,1.5,22.77,7.61,73.37,6.31,192.23,11.38,125
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,2,22.56,7.5,62.62,5.41,192.9,10.85,125.17
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,2.5,22.37,7.44,47.5,4.12,193.79,10.42,126
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,3,22.15,7.17,25.81,2.25,208.74,16.57,135.89
(128) Williamson Pond (Lucas),Williamson Pond,8/28/2019,3:40:00 PM,3.5,20.37,6.85,14.34,1.29,306,23.62,198.8
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,0,25.89,8.15,97.13,7.91,351.1,2.45,228.13
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,0.5,26.39,8.22,94.94,7.64,403.36,2.37,262
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,1,26.39,8.23,93.74,7.54,403.54,2.42,262
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,1.5,26.22,8.24,87.96,7.1,404.19,2.74,262.89
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,2,25.61,8.22,79.12,6.46,405.32,3.4,263.33
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,2.5,25.31,8.17,69.67,5.72,406.5,3.52,264
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,3,25.22,8.03,65.65,5.39,407.2,3.51,265
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,3.5,25.17,7.99,58.83,4.84,408.03,3.56,265.25
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,4,25,7.75,39.38,3.25,410.65,4.17,267
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,4.5,24.04,7.51,22.72,1.9,421.9,5.62,274.2
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,5,21.69,7.32,13.62,1.19,451.4,7.33,293.17
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,5.5,19.66,7.12,10.64,0.97,489.7,7.98,318.2
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,6,17.61,6.99,9.08,0.86,586.73,7.9,381.33
(129) Willow Lake (Harrison),Willow Lake,8/20/2019,7:55:00 AM,6.5,16.04,6.88,7.07,0.7,637.98,9.55,414.67
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,0,22.21,8.72,78.6,6.85,176.94,33.88,115.2
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,0.5,22.49,8.77,74.14,6.42,177.32,35.6,115
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,1,22.55,8.8,72.7,6.29,177.15,37.13,115
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,1.5,22.56,8.82,71.48,6.18,177.17,36.49,115
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,2,22.61,8.83,69.8,6.03,177.3,34.65,115
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,2.5,22.15,8.62,61.58,5.34,180.32,20.61,117.17
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,3,20.75,7.91,34.21,3.05,229.86,11.33,149.33
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,3.5,18.81,7.34,19.22,1.79,314.57,9.85,204.5
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,4,17.43,7.02,13.04,1.24,351.67,8.31,228.57
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,4.5,15.89,6.82,11.02,1.09,395.24,7.66,257
(130) Wilson Park Lake (Taylor),Wilson Park Lake,9/9/2019,8:12:00 AM,5,15.6,6.76,9.32,0.93,425.25,7.72,276.17
(131) Windmill Lake (Taylor),Windmill Lake,9/9/2019,10:20:00 AM,0,23.64,7.59,90.44,7.63,143.49,17.96,93.38
(131) Windmill Lake (Taylor),Windmill Lake,9/9/2019,10:20:00 AM,0.5,23.06,7.64,84.17,7.21,228.95,49.25,149
(131) Windmill Lake (Taylor),Windmill Lake,9/9/2019,10:20:00 AM,1,23.06,7.63,79.5,6.81,229,49.38,149
(131) Windmill Lake (Taylor),Windmill Lake,9/9/2019,10:20:00 AM,1.5,23.05,7.63,78.5,6.73,229,49.65,149
(131) Windmill Lake (Taylor),Windmill Lake,9/9/2019,10:20:00 AM,2,22.99,7.62,77.52,6.65,229.08,58.24,149
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,0,27.37,8.28,104.11,8.23,268.59,6.67,174.5
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,0.5,26.92,8.5,108.76,8.67,373.86,2.41,243
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,1,26.15,8.45,107.95,8.72,372.79,2.47,242.2
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,1.5,25.71,8.39,103.9,8.47,372.19,2.97,242
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,2,25.5,8.35,98.65,8.07,372.3,2.95,242
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,2.5,25.38,8.34,99.91,8.19,371.19,3.22,241.25
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,3,25.29,8.33,97.59,8.01,370.83,3.17,241
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,3.5,25.19,8.18,81.14,6.67,373.46,2.82,242.7
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,4,25.08,8.03,57.6,4.75,380.83,2.48,247.27
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,4.5,24.95,7.94,50.69,4.19,382.41,2.2,248.33
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,5,24.53,7.83,32.48,2.7,391.67,2.78,254.5
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,5.5,22.39,7.66,14.19,1.23,429.78,4.84,279.4
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,6,20.29,7.54,8.38,0.75,471.99,6.61,306.75
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,6.5,17.91,7.42,6.22,0.59,508.39,10.71,330.43
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,7,14.85,7.4,5.16,0.52,567.9,9.51,369
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,7.5,13.77,7.29,4.23,0.44,624.28,8.65,405.82
(132) Yellow Smoke Park Lake (Crawford),Yellow Smoke Park Lake,8/19/2019,3:34:00 PM,8,13.21,7.16,3.66,0.38,712.52,10.41,463.11
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,0,24.51,8.72,110.79,9.23,205.52,11.77,133.56
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,0.5,24.44,8.72,115.48,9.63,208.6,11.53,136
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,1,24.39,8.69,115.33,9.63,208.78,11.3,136
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,1.5,24.18,8.54,106.44,8.92,209.26,10.62,136
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,2,23.82,8.33,89.72,7.57,210.54,9.23,136.8
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,2.5,23.33,8.15,66.24,5.64,212.67,6.96,138.29
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,3,22.98,7.99,42.32,3.63,214.58,4.76,139.5
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,3.5,22.66,7.92,24.4,2.1,216.7,3.69,140.86
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,4,22.19,7.85,14.81,1.29,219.71,2.98,142.86
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,4.5,21.42,7.75,11.73,1.03,224.84,2.29,146.29
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,5,19,7.71,9.73,0.9,241.76,1.78,157.14
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,5.5,16.95,7.58,7.21,0.69,260.51,1.76,169.38
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,6,15.68,7.54,5.44,0.54,268.07,1.88,174
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,6.5,13.81,7.51,4.43,0.46,273.91,1.61,178
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,7,13.25,7.41,3.71,0.39,272.7,1.32,177
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,7.5,12.63,7.34,3.14,0.33,275.31,1.46,179
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,8,11.83,7.29,2.72,0.3,283.58,1.72,184.5
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,8.5,11.23,7.17,2.4,0.26,294.57,2,191.43
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,9,10.85,7.15,2.18,0.24,303,2.18,197
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,9.5,10.56,7.13,2.04,0.23,309.14,2.35,201
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,10,10.27,7.11,1.88,0.21,317.32,2.54,206.4
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,10.5,9.87,7,1.7,0.19,330.36,2.97,214.63
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,11,9.55,6.96,1.54,0.18,345.03,3.77,224.29
(205) Belva Deer Lake (Keokuk),Belva Deer Lake,9/17/2019,1:16:00 PM,11.5,9.34,6.94,1.42,0.16,357.72,7.73,232.4
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,0,21.85,7.79,98.65,8.72,131.03,4.33,85
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,0.5,23,8.05,96.83,8.3,258.4,6.23,168
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,1,23,8.07,96.17,8.24,258.33,7.81,168
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,1.5,23,8.09,95.73,8.21,258.4,9.44,168
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,2,23,8.11,95.5,8.18,258.4,11.1,168
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,2.5,23,8.12,95.23,8.16,258.4,11.53,168
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,3,22.98,8.04,88.87,7.62,258.67,11.22,168
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,3.5,21.18,7.61,61.75,5.47,273.2,10.43,177.75
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,4,20.57,7.37,37.93,3.4,289.65,9.44,188.33
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,4.5,19.33,7.14,22.22,2.04,352.18,8.98,228.83
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,5,17.62,6.95,16.66,1.58,409.64,9.66,266.4
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,5.5,16.26,6.74,11.27,1.1,457.17,10.46,297
(245) Nodaway Lake (Adair),Nodaway Lake,9/8/2019,11:22:00 AM,6,15.17,6.63,9.84,0.99,527.53,13.3,342.86
(257) Snyder Bend Lake (Woodbury),Snyder Bend Lake,8/19/2019,11:43:00 AM,0,25.5,8.13,96.2,7.86,827.4,8.86,537.67
(257) Snyder Bend Lake (Woodbury),Snyder Bend Lake,8/19/2019,11:43:00 AM,0.5,25.33,8.17,95.77,7.85,829.43,8.7,539.17
(257) Snyder Bend Lake (Woodbury),Snyder Bend Lake,8/19/2019,11:43:00 AM,1,24.98,8.05,85.23,7.02,832.93,8.93,541.43
(257) Snyder Bend Lake (Woodbury),Snyder Bend Lake,8/19/2019,11:43:00 AM,1.5,24.44,7.92,67.54,5.62,837.66,10.3,544.57
(257) Snyder Bend Lake (Woodbury),Snyder Bend Lake,8/19/2019,11:43:00 AM,2,24.09,7.88,55.71,4.67,840.44,12.76,546.29
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,0,23.19,9.45,107.67,9.2,168.45,63.84,109.17
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,0.5,23.22,9.45,107.5,9.18,208.3,65.72,135
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,1,23.22,9.45,103.15,8.81,208.3,64.02,135
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,1.5,23.22,9.45,102.83,8.78,208.23,66.11,135
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,2,23.22,9.46,103,8.8,208.1,64.37,135
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,2.5,23.19,9.46,103.07,8.81,208.1,55.77,135
(259) Summit Lake (Union),Summit Lake,9/8/2019,11:22:00 AM,3,23.17,9.45,102.8,8.78,208.1,30.15,135
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,0,22.98,8.28,102.73,8.85,223.69,4.54,145.29
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,0.5,24,8.95,106.7,8.97,387.5,9.92,252
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,1,24,9.01,107.45,9.04,387.51,15.13,252
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,1.5,24,9.04,108.18,9.1,387.6,16.19,252
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,2,24.03,9.04,108.64,9.13,387.66,15.94,252
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,2.5,23.75,8.67,99.03,8.33,405.95,15.04,263.75
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,3,20.61,8.14,52.32,4.64,501.78,11.15,326
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,3.5,17.16,7.77,26.12,2.49,546.44,5.7,355
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,4,15.07,7.67,14.63,1.46,567.45,1.99,368.67
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,4.5,12.99,7.51,11.2,1.18,592.68,1.21,385.33
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,5,12.29,7.48,8.28,0.88,599.98,1.19,390
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,5.5,10.66,7.46,5.4,0.6,630.3,1.24,409.6
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,6,9.73,7.45,4.9,0.56,657.58,1.34,427.2
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,6.5,9.39,7.35,4.58,0.52,678.1,1.63,440.5
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,7,8.26,7.29,4.18,0.49,713.7,1.85,463.75
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,7.5,7.6,7.25,3.63,0.43,745.61,2.07,484.71
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,8,7.38,7.12,3.22,0.39,770.26,2.45,500.6
(300) Big Hollow Lake (Des Moines),Big Hollow Lake,8/26/2019,8:55:00 AM,8.5,7.26,7,2.94,0.36,790.24,4.19,513.6
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,0,22.15,7.92,89.86,7.83,255.5,10.92,165.91
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,0.5,22.07,7.92,89.17,7.78,311.12,4.05,202
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,1,22.01,7.91,88.76,7.75,311.14,1.64,202
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,1.5,21.9,7.9,88.29,7.73,311.05,1.89,202
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,2,21.56,7.89,87,7.66,311.17,2.21,202
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,2.5,21.24,7.89,85.66,7.59,311.2,2.47,202
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,3,21.12,7.87,83.64,7.43,311.39,2.78,202.13
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,3.5,21.02,7.78,74.87,6.67,312.4,3.39,203.29
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,4,20.71,7.62,46.49,4.16,319.8,4.35,208
(301) Rudd Lake (Floyd),Rudd Lake,9/24/2019,1:17:00 PM,4.5,20.31,7.53,26.53,2.4,331.08,7.12,215.33
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,0,24.06,8.15,108.34,9.1,330.86,2.15,215
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,0.5,23.97,8.18,109.97,9.25,329.98,2.18,214.42
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,1,23.71,8.23,107.55,9.09,329.97,2.3,214.36
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,1.5,23.36,8.21,96.33,8.2,331.67,2.65,215.58
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,2,23.08,8.14,84.54,7.23,333.31,2.54,216.73
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,2.5,22.84,8.08,74.67,6.42,333.35,2.37,216.82
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,3,22.75,8.04,69.78,6.01,333.58,2.4,217
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,3.5,22.72,7.99,63.67,5.49,335.05,2.52,217.7
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,4,22.59,7.85,46.9,4.05,338.3,3.06,219.96
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,4.5,22.21,7.63,19.04,1.65,345.99,5.17,224.94
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,5,21.36,7.48,10.86,0.96,365.95,4.38,237.91
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,5.5,19.44,7.34,8.53,0.78,398.76,5.66,259
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,6,18.1,7.27,5.86,0.55,432.89,6.22,281.28
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,6.5,16.97,7.24,4.37,0.42,446.16,6,290
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,7,15.75,7.23,3.58,0.36,449.58,4.94,292.14
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,7.5,14.83,7.22,3.04,0.31,450.41,4.36,292.75
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,8,14.16,7.22,2.65,0.27,454.48,4.35,295.4
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,8.5,13.32,7.2,2.24,0.24,461.99,4.24,300.29
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,9,12.71,7.16,1.97,0.21,472.09,4.74,306.92
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,9.5,12.35,7.12,1.81,0.19,481.8,4.87,313.18
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,10,11.93,7.07,1.63,0.17,499.64,5.08,324.67
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,10.5,11.66,7.02,1.49,0.16,512.8,5.21,333.27
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,11,11.43,6.99,1.4,0.15,525.15,5.21,341.38
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,11.5,11.11,6.94,1.25,0.14,549.06,5.25,357
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,12,10.86,6.88,1.13,0.13,574.2,5.54,373.09
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,12.5,10.6,6.84,1.04,0.11,605.05,5.71,393.36
(304) Lost Grove Lake (Scott),Lost Grove Lake,9/16/2019,12:30:00 PM,13,10.15,6.75,0.86,0.1,705.16,5.85,458.33
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,0,23.53,8.3,102.46,8.7,394.85,2.15,256.73
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,0.5,23.59,8.3,103.84,8.8,398.47,1.32,259
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,1,23.61,8.3,104.67,8.87,399.93,1.29,260
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,1.5,23.61,8.3,105.03,8.9,400.38,1.29,260
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,2,23.61,8.3,105.26,8.92,400.65,1.25,260.1
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,2.5,23.61,8.3,105.34,8.93,400.92,1.13,261
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,3,23.61,8.3,105.46,8.94,401.07,0.98,261
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,3.5,23.58,8.3,105.6,8.95,401.28,0.87,261
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,4,22.83,8.29,105.52,9.06,410.35,1.47,266.63
(400) Ada Hayden Lake (Story),Ada Hayden Lake,9/22/2019,3:15:00 PM,4.5,21.62,8.2,101.98,8.97,426.36,3.86,277.1
