badNames,Lake,DATE,TIME,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(24) Crawford Creek Impoundment (Ida),Crawford Creek Impoundment,8/19/2019,10:42:00 AM,6,18.81,7.41,3.15,0.29,504.75,1.42,328.18
(24) Crawford Creek Impoundment (Ida),Crawford Creek Impoundment,8/19/2019,10:42:00 AM,6.5,18.15,7.36,2.66,0.25,523.28,1.5,340
(24) Crawford Creek Impoundment (Ida),Crawford Creek Impoundment,8/19/2019,10:42:00 AM,7,16.67,7.24,2.14,0.21,547.54,1.58,355.86
(24) Crawford Creek Impoundment (Ida),Crawford Creek Impoundment,8/19/2019,10:42:00 AM,7.5,15.9,7.13,1.78,0.18,571.12,3.06,371.09
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,0,22.41,8.64,106.71,9.25,277.78,46.15,180.64
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,0.5,22.33,8.7,110.14,9.56,280.94,47.1,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,1,22.33,8.72,111.12,9.65,280.9,44.36,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,1.5,22.31,8.75,112,9.73,280.92,40.51,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,2,22.28,8.77,112.33,9.76,281,39.34,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,2.5,22.28,8.79,112.48,9.77,281.1,44.43,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,3,22.28,8.8,112.34,9.76,281.23,40.92,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,3.5,22.28,8.8,111.87,9.72,281.35,38.16,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,4,22.28,8.8,111.5,9.69,281.4,40.63,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,4.5,22.26,8.77,108.78,9.45,281.5,32.13,183
(25) Crystal Lake (Hancock),Crystal Lake,9/24/2019,4:08:00 PM,5,22.17,8.63,100.6,8.75,282.1,37.07,183
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,0,23.25,8.01,88.3,7.53,659.3,10.72,428.5
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,0.5,23.6,8.01,84.29,7.14,655.28,10.56,425.88
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,1,23.69,8.01,80.57,6.81,654.13,10.23,425
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,1.5,23.63,8.01,78.84,6.67,654.5,10.45,425
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,2,23.6,8.01,77.08,6.53,654.62,10.71,425.4
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,2.5,23.56,8.01,75.76,6.42,654.7,10.9,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,3,23.56,8.01,74.54,6.32,654.8,11.07,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,3.5,23.56,8.01,73.77,6.26,654.83,11.13,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,4,23.54,8,73.06,6.19,654.93,11.72,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,4.5,23.5,8,72.18,6.12,655.05,13.06,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,5,23.46,7.99,70.54,5.99,655.24,16.61,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,5.5,23.44,7.99,68.83,5.84,655.4,19.94,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,6,23.44,7.98,67.87,5.76,655.4,19.69,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,6.5,23.44,7.98,66.86,5.68,655.46,21.49,426
(28) DeSoto Bend (Harrison),DeSoto Bend,9/10/2019,11:27:00 AM,7,23.42,7.97,65.88,5.6,655.52,23.15,426
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,0,27.25,8.56,140.24,11.12,278.78,13.86,181
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,0.5,26.31,8.59,141.77,11.42,283.17,14.14,183.83
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,1,25.07,8.56,134.71,11.11,285.37,14.2,185.5
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,1.5,24.83,8.34,113.81,9.42,283.43,11.84,184.29
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,2,24.46,8.11,86,7.17,286.57,8.04,186.17
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,2.5,24.03,8,58.9,4.95,289.79,4.84,188.29
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,3,23.58,7.86,38.73,3.28,291.81,3.38,189.71
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,3.5,23.07,7.76,24.33,2.08,295.01,5.89,191.86
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,4,22.56,7.61,15.58,1.35,303.8,18.31,197.67
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,4.5,21.27,7.45,11.52,1.02,324.54,23.95,211.2
(29) Diamond Lake (Poweshiek),Diamond Lake,9/18/2019,1:58:00 PM,5,20.78,7.27,10.24,0.91,378.24,23.97,245.6
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,0,23.5,8.54,140.05,11.89,413.33,13.63,268.88
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,0.5,23.6,8.56,147.57,12.51,413.04,13.19,268.29
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,1,23.61,8.59,149.18,12.64,413.08,13.49,268
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,1.5,23.61,8.6,150.67,12.76,413.1,13.49,268
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,2,23.61,8.61,152.57,12.93,413.1,13.65,269
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,2.5,23.02,8.5,146.32,12.49,417.2,12.83,271.33
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,3,21.05,8.06,98.52,8.75,438.9,8.43,285.17
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,3.5,20.67,7.76,53.1,4.76,450.11,4.3,292.63
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,4,19.64,7.42,25.4,2.31,508.1,5.89,330.3
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,4.5,17.98,7.14,14.11,1.33,622.24,11.36,404.56
(30) Dog Creek Lake (Obrien),Dog Creek Lake,9/3/2019,4:07:00 PM,5,15.76,6.91,10.67,1.05,692.57,16.78,450.3
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,0,26.19,8.53,131.73,10.64,459.17,9.49,298.67
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,0.5,25.78,8.52,131.68,10.71,460.47,2.32,299.2
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,1,25.39,8.5,130.64,10.7,461.01,2.66,300
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,1.5,25.19,8.49,130.7,10.75,460.02,2.65,299
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,2,24.92,8.27,105.87,8.75,462.44,2.48,300.57
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,2.5,24.42,8.05,74.02,6.17,473.39,2.3,307.62
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,3,24.23,7.95,57.24,4.79,478.4,2.2,311.13
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,3.5,23.93,7.83,33.11,2.79,483.69,2.18,314.33
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,4,23.64,7.79,19.52,1.65,488.97,2.07,317.83
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,4.5,23.44,7.76,12.1,1.03,492.15,2.23,319.9
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,5,22.07,7.72,7.85,0.68,507.5,2.41,329.75
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,5.5,19.09,7.6,6.31,0.58,552.81,2.16,359.13
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,6,15.33,7.6,4.6,0.46,621.98,1.54,404.25
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,6.5,13.2,7.61,3.51,0.37,659.56,1.02,428.71
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,7,12.72,7.61,2.93,0.31,655.58,0.78,426.5
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,7.5,12.29,7.61,2.55,0.27,648.77,0.77,421.67
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,8,11.57,7.61,2.21,0.24,646.76,0.76,420.29
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,8.5,10.99,7.6,2.04,0.22,649.32,1.02,422.2
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,9,10.56,7.58,1.89,0.21,654.3,1.38,425.29
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,9.5,10.22,7.47,1.76,0.2,660.58,1.47,429.4
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,10,9.95,7.39,1.65,0.19,669.6,1.66,435
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,10.5,9.75,7.35,1.58,0.18,679.9,2.36,442
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,11,9.49,7.18,1.44,0.16,699.56,7.95,454.8
(31) Don Williams Lake (Boone),Don Williams Lake,8/20/2019,2:34:00 PM,11.5,9.35,7.11,1.4,0.16,710.13,14.74,461.33
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,0,25.19,9.08,135.1,11.12,184.55,42.35,120
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,0.5,25.05,9.03,126.96,10.47,187.6,40.59,122
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,1,24.34,8.83,102.72,8.58,189.39,34.66,123.1
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,1.5,23.72,8.48,72.2,6.1,191.17,28.08,124.29
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,2,23.06,8.1,36.15,3.09,194.56,17.58,126.5
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,2.5,22.43,7.86,16.09,1.4,201.65,16.5,131.1
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,3,21.94,7.38,12.83,1.12,287.11,12.48,186.67
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,3.5,19.83,6.62,6.47,0.59,479.6,12.83,311.71
(32) East Lake (Osceola) (Clarke),East Lake (Osceola),8/27/2019,1:36:00 PM,4,18.39,6.52,4.6,0.43,624.7,14.57,406
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,0,21.71,8.35,96.05,8.44,441.03,8.86,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,0.5,21.72,8.36,95.65,8.4,441.15,13.16,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,1,21.72,8.37,95.43,8.38,441.2,16.48,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,1.5,21.77,8.37,95.16,8.35,441.3,16.21,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,2,21.78,8.38,94.83,8.32,441.4,17.55,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,2.5,21.78,8.38,94.73,8.31,441.47,15.84,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,3,21.78,8.39,94.5,8.29,441.5,17.76,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,3.5,21.78,8.4,94.3,8.27,441.6,17.58,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,4,21.78,8.41,94.1,8.25,441.63,17.13,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,4.5,21.78,8.41,93.85,8.23,441.7,17.58,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,5,21.83,8.41,93.6,8.21,441.75,15.56,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,5.5,21.83,8.41,93.38,8.19,441.8,14.69,287
(33) East Okoboji Lake (Dickinson),East Okoboji Lake,9/3/2019,10:06:00 AM,6,21.83,8.41,93.13,8.16,441.8,17.04,287
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,0,25.71,8.36,115.55,9.42,277.23,2.91,180.17
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,0.5,25.47,8.38,120.9,9.89,331.95,2.93,216
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,1,25.33,8.39,122.2,10.03,331.37,2.98,215.33
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,1.5,25.04,8.39,123.18,10.15,331.13,3.05,215
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,2,23.56,8.23,123.07,10.35,336.37,2.96,218.33
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,2.5,23.13,8.14,118.07,10.09,338.33,2.9,220
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,3,23,7.88,104.78,8.97,335.98,2.87,218.2
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,3.5,22.83,7.63,83.77,7.2,367.33,3.05,238.67
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,4,20.76,7.26,62.94,5.57,659.84,4.02,428.8
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,4.5,18.54,7.16,46.5,4.31,916.85,5.35,595.75
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,5,16.19,7.11,37.16,3.63,1067.76,6.25,694
(34) Easter Lake (Polk),Easter Lake,8/29/2019,4:31:00 PM,5.5,15.22,7.01,28.9,2.89,1150.23,5.87,747.5
(35) Eldred Sherwood Lake (Hancock),Eldred Sherwood Lake,9/22/2019,8:50:00 AM,0,22.96,7.63,85.53,7.34,389.68,6.26,253.25
(35) Eldred Sherwood Lake (Hancock),Eldred Sherwood Lake,9/22/2019,8:50:00 AM,0.5,23.05,7.68,84.33,7.22,430.61,5.19,280
